Year,StateANSI,OtherStateANSI,InflowReturns,InflowExemptions,InflowAGI
1997,16,33,35,63,1457
1996,16,33,37,79,886
1995,16,33,31,62,866
1994,16,33,45,89,1523
1993,16,33,36,56,801
2011,16,34,90,141,3464
2010,16,34,76,134,3658
2009,16,34,70,123,14169
2008,16,34,59,125,5618
2007,16,34,95,186,4325
2006,16,34,100,220,5321
2005,16,34,78,160,4181
2004,16,34,96,182,4122
2003,16,34,84,169,4985
2002,16,34,75,134,4308
2001,16,34,66,128,3031
2000,16,34,85,154,3724
1999,16,34,80,137,3136
1998,16,34,72,133,2346
1997,16,34,95,172,4377
1996,16,34,88,191,3534
1995,16,34,87,169,3008
1994,16,34,80,172,2638
1993,16,34,84,180,2778
2011,16,35,171,379,8902
2010,16,35,157,327,8449
2009,16,35,219,484,10461
2008,16,35,253,558,11964
2007,16,35,270,576,15521
2006,16,35,219,454,9758
2005,16,35,193,401,7075
2004,16,35,211,447,10239
2003,16,35,172,413,7501
2002,16,35,206,431,7551
2001,16,35,232,508,8533
2000,16,35,227,479,8798
1999,16,35,234,576,8257
1998,16,35,274,624,11203
1997,16,35,257,645,7755
1996,16,35,246,564,6271
1995,16,35,213,490,5170
1994,16,35,226,563,7309
1993,16,35,272,672,7365
2011,16,36,250,478,11761
2010,16,36,195,334,6811
2009,16,36,246,464,9495
2008,16,36,233,407,10907
2007,16,36,214,393,7936
2006,16,36,216,429,8745
2005,16,36,202,383,7705
2004,16,36,230,398,10852
2003,16,36,218,426,8843
2002,16,36,204,373,8505
2001,16,36,176,330,8532
2000,16,36,179,320,6179
1999,16,36,172,303,13150
1998,16,36,185,332,6212
1997,16,36,191,325,11625
1996,16,36,248,515,10571
1995,16,36,249,463,9260
1994,16,36,210,426,5937
1993,16,36,247,485,6743
2011,16,37,246,527,10130
2010,16,37,247,565,11468
2009,16,37,220,451,8009
2008,16,37,235,525,11844
2007,16,37,237,549,9721
2006,16,37,236,470,8837
2005,16,37,195,395,7455
2004,16,37,201,410,7786
2003,16,37,193,419,6759
2002,16,37,198,378,6190
2001,16,37,181,386,6434
2000,16,37,212,407,8027
1999,16,37,180,408,5231
1998,16,37,148,353,4320
1997,16,37,195,423,5586
1996,16,37,167,346,4093
1995,16,37,149,328,4140
1994,16,37,186,407,4571
1993,16,37,200,465,4877
2011,16,38,105,224,5060
2010,16,38,93,168,3606
2009,16,38,76,151,3366
2008,16,38,104,201,4760
2007,16,38,90,171,3114
2006,16,38,107,185,3797
2005,16,38,120,240,4083
2004,16,38,84,163,2822
2003,16,38,107,234,2662
2002,16,38,141,261,5061
2001,16,38,124,262,3716
2000,16,38,108,225,3410
1999,16,38,121,235,3695
1998,16,38,109,226,3033
1997,16,38,119,242,2770
1996,16,38,107,215,2427
1995,16,38,102,218,2597
1994,16,38,88,168,2076
1993,16,38,114,246,2736
2011,16,39,157,347,7557
2010,16,39,166,373,5849
2009,16,39,178,331,8329
2008,16,39,240,505,12647
2007,16,39,244,503,13075
2006,16,39,221,466,11541
2005,16,39,214,394,8089
2004,16,39,180,359,8159
2003,16,39,193,353,7650
2002,16,39,204,405,9092
2001,16,39,180,374,8914
2000,16,39,197,357,12541
1999,16,39,187,347,6706
1998,16,39,181,402,7227
1997,16,39,180,367,6738
1996,16,39,165,327,5585
1995,16,39,179,382,4934
1994,16,39,186,374,5385
1993,16,39,177,396,5146
2011,16,40,156,356,5263
2010,16,40,153,305,4364
2009,16,40,134,300,5018
2008,16,40,138,259,5257
2007,16,40,149,325,5399
2006,16,40,149,343,5082
2005,16,40,155,313,4334
2004,16,40,175,403,5048
2003,16,40,144,320,3754
2002,16,40,173,360,6164
2001,16,40,155,340,4958
2000,16,40,152,342,4920
1999,16,40,126,279,3721
1998,16,40,126,294,3656
1997,16,40,174,400,4401
1996,16,40,121,288,4012
1995,16,40,126,276,2891
1994,16,40,138,357,3028
1993,16,40,108,250,2222
2011,16,41,1865,3891,64129
2010,16,41,1808,3663,64133
2009,16,41,1992,4065,68154
2008,16,41,2108,4240,82880
2007,16,41,2196,4564,82519
2006,16,41,2295,4695,81274
2005,16,41,2096,4357,76294
2004,16,41,2082,4314,69126
2003,16,41,1979,4138,64291
2002,16,41,2069,4273,58548
2001,16,41,2124,4423,75526
2000,16,41,2118,4365,61889
1999,16,41,2136,4459,62039
1998,16,41,2123,4476,62449
1997,16,41,2120,4617,61545
1996,16,41,1929,4230,53980
1995,16,41,2068,4461,47272
1994,16,41,1981,4312,42400
1993,16,41,1909,4191,41948
2011,16,42,183,336,10193
2010,16,42,167,350,7996
2009,16,42,185,342,8984
2008,16,42,204,391,10960
2007,16,42,181,369,10381
2006,16,42,222,416,9973
2005,16,42,183,374,8588
2004,16,42,183,361,7951
2003,16,42,183,367,8253
2002,16,42,166,309,9353
2001,16,42,195,367,6912
2000,16,42,178,374,7969
1999,16,42,156,293,6390
1998,16,42,177,360,10105
1997,16,42,171,323,5723
1996,16,42,174,342,5678
1995,16,42,175,357,4894
1994,16,42,165,400,6132
1993,16,42,190,393,5000
2011,16,44,12,14,470
2010,16,44,22,48,1096
2009,16,44,15,25,568
2008,16,44,16,28,590
2007,16,44,11,25,443
2006,16,44,19,45,571
2005,16,44,22,36,689
2004,16,44,19,43,529
2003,16,44,18,34,680
2002,16,44,14,21,382
2001,16,44,16,46,696
2000,16,44,20,33,536
1999,16,44,12,26,476
1998,16,44,12,22,542
1997,16,44,10,20,302
1996,16,44,18,34,588
1995,16,44,19,25,406
1994,16,44,20,35,552
1993,16,44,22,33,369
2011,16,45,106,173,3426
2010,16,45,72,162,2757
2009,16,45,110,262,4864
2008,16,45,92,179,3993
2007,16,45,99,222,4599
2006,16,45,96,238,6996
2005,16,45,90,175,4847
2004,16,45,66,126,1979
2003,16,45,78,155,3120
2002,16,45,71,151,2580
2001,16,45,100,260,7632
2000,16,45,81,184,3423
1999,16,45,78,158,2988
1998,16,45,67,157,2718
1997,16,45,116,274,3537
1996,16,45,77,184,2980
1995,16,45,70,151,1795
1994,16,45,79,185,2366
1993,16,45,124,291,3321
2011,16,46,99,179,3462
2010,16,46,110,221,7004
2009,16,46,95,193,3892
2008,16,46,125,220,4404
2007,16,46,112,225,4133
2006,16,46,117,240,4134
2005,16,46,106,206,3680
2004,16,46,85,179,2766
2003,16,46,112,211,3309
2002,16,46,130,257,5373
2001,16,46,96,197,2871
2000,16,46,88,173,2747
1999,16,46,110,237,3409
1998,16,46,118,294,3301
1997,16,46,287,769,8261
1996,16,46,114,250,3114
1995,16,46,93,212,2338
1994,16,46,84,197,1927
1993,16,46,89,204,1865
2011,16,47,147,318,6825
2010,16,47,124,266,5058
2009,16,47,121,229,4204
2008,16,47,170,391,7110
2007,16,47,144,281,7533
2006,16,47,146,326,5781
2005,16,47,132,261,4949
2004,16,47,108,210,2876
2003,16,47,121,245,5553
2002,16,47,126,261,4888
2001,16,47,134,278,5419
2000,16,47,148,304,6466
1999,16,47,121,271,4840
1998,16,47,115,243,3695
1997,16,47,112,255,3540
1996,16,47,97,221,3598
1995,16,47,86,207,2817
1994,16,47,76,164,1787
1993,16,47,101,228,2529
2011,16,48,783,1761,35177
2010,16,48,746,1639,31177
2009,16,48,720,1614,31304
2008,16,48,794,1790,36469
2007,16,48,840,1828,35623
2006,16,48,825,1870,35633
2005,16,48,864,1930,34110
2004,16,48,798,1764,30378
2003,16,48,840,1822,32162
2002,16,48,758,1694,28248
2001,16,48,864,1910,39502
2000,16,48,772,1747,33362
1999,16,48,792,1815,41733
1998,16,48,745,1711,23595
1997,16,48,786,1889,23170
1996,16,48,728,1704,20367
1995,16,48,740,1838,21945
1994,16,48,741,1802,20008
1993,16,48,772,2042,20193
2011,16,49,1945,4627,69855
2010,16,49,1879,4548,61800
2009,16,49,2104,5062,76879
2008,16,49,2218,5489,92591
2007,16,49,2121,5293,86508
2006,16,49,2120,5259,79212
2005,16,49,2070,5162,73539
2004,16,49,2023,4990,67321
2003,16,49,2026,4869,66620
2002,16,49,1993,4800,68003
2001,16,49,2080,5005,112861
2000,16,49,2222,5606,82541
1999,16,49,2014,4949,69039
1998,16,49,1993,5112,57867
1997,16,49,1863,4660,52217
1996,16,49,1859,4734,47229
1995,16,49,1699,4354,41073
1994,16,49,1620,4083,37223
1993,16,49,1493,3917,31785
2011,16,50,21,31,493
2010,16,50,23,43,1098
2009,16,50,37,64,2002
2008,16,50,33,69,2844
2007,16,50,40,86,1736
2006,16,50,33,59,1439
2005,16,50,31,62,1883
2004,16,50,37,62,1018
2003,16,50,43,83,1566
2002,16,50,28,43,2149
2001,16,50,25,55,816
2000,16,50,32,62,2232
1999,16,50,30,60,1693
1998,16,50,30,45,785
1997,16,50,28,50,471
1996,16,50,39,70,1658
1995,16,50,31,49,829
1994,16,50,34,52,713
1993,16,50,21,29,463
2011,16,51,263,595,13885
2010,16,51,240,499,14695
2009,16,51,275,612,23159
2008,16,51,340,777,20346
2007,16,51,312,685,21594
2006,16,51,308,703,15818
2005,16,51,256,586,13993
2004,16,51,239,517,12739
2003,16,51,207,456,10253
2002,16,51,206,461,11324
2001,16,51,185,403,8316
2000,16,51,204,450,10496
1999,16,51,186,372,6250
1998,16,51,180,383,6787
1997,16,51,202,394,6810
1996,16,51,236,617,10035
1995,16,51,286,668,11725
1994,16,51,224,522,7306
1993,16,51,221,512,6818
2011,16,53,3742,7322,145400
2010,16,53,3553,6967,125307
2009,16,53,3967,7686,156822
2008,16,53,4167,7967,175134
2007,16,53,4148,8268,175070
2006,16,53,4154,8310,165889
2005,16,53,4023,8181,179124
2004,16,53,3918,7844,141616
2003,16,53,3787,7615,133024
2002,16,53,3786,7563,131189
2001,16,53,3614,7519,144442
2000,16,53,3902,8161,161322
1999,16,53,4020,8265,140935
1998,16,53,3818,7823,122568
1997,16,53,3613,7480,101846
1996,16,53,3897,8090,114534
1995,16,53,4099,8665,107071
1994,16,53,3939,8277,102733
1993,16,53,3574,7508,92200
2011,16,54,19,36,547
2010,16,54,32,63,1165
2009,16,54,25,52,1385
2008,16,54,27,49,1000
2007,16,54,31,65,963
2006,16,54,28,72,874
2005,16,54,17,28,356
2004,16,54,27,43,950
2003,16,54,29,56,663
2002,16,54,35,83,1066
2001,16,54,35,78,1495
2000,16,54,30,57,880
1999,16,54,27,69,808
1998,16,54,35,73,851
1997,16,54,33,57,718
1996,16,54,24,36,586
1995,16,54,23,48,773
1994,16,54,17,41,689
1993,16,54,24,46,1167
2011,16,55,141,265,6335
2010,16,55,147,283,5362
2009,16,55,172,332,7107
2008,16,55,211,388,10953
2007,16,55,168,320,6567
2006,16,55,162,352,7227
2005,16,55,154,282,7875
2004,16,55,183,356,7129
2003,16,55,180,330,6628
2002,16,55,150,269,4838
2001,16,55,157,318,7538
2000,16,55,142,272,5586
1999,16,55,166,303,5926
1998,16,55,165,317,4985
1997,16,55,167,330,5580
1996,16,55,146,290,4049
1995,16,55,136,274,3615
1994,16,55,150,308,3809
1993,16,55,145,279,4115
2011,16,56,465,1023,21129
2010,16,56,522,1070,19158
2009,16,56,504,1026,21424
2008,16,56,579,1173,25249
2007,16,56,537,1089,22646
2006,16,56,521,1039,19372
2005,16,56,555,1150,20097
2004,16,56,487,974,15437
2003,16,56,552,1120,17760
2002,16,56,486,1002,16444
2001,16,56,470,984,20294
2000,16,56,485,1009,15392
1999,16,56,420,878,12920
1998,16,56,414,858,12699
1997,16,56,405,932,10800
1996,16,56,431,989,11595
1995,16,56,429,949,11070
1994,16,56,360,835,9508
1993,16,56,402,884,9490
2011,17,1,767,1501,32344
2010,17,1,755,1491,27916
2009,17,1,803,1518,29757
2008,17,1,861,1746,41018
2007,17,1,728,1401,27808
2006,17,1,829,1627,35735
2005,17,1,637,1260,22976
2004,17,1,696,1359,25243
2003,17,1,689,1412,26276
2002,17,1,806,1637,31934
2001,17,1,919,1855,41731
2000,17,1,803,1634,29510
1999,17,1,841,1758,32799
1998,17,1,835,1723,28773
1997,17,1,836,1744,28264
1996,17,1,822,1721,23063
1995,17,1,742,1508,20025
1994,17,1,755,1597,19786
1993,17,1,716,1472,18056
2011,17,2,255,465,10385
2010,17,2,224,440,9644
2009,17,2,241,466,9645
2008,17,2,213,410,9310
2007,17,2,224,469,9370
2006,17,2,201,352,7688
2005,17,2,191,376,6930
2004,17,2,211,416,8010
2003,17,2,181,368,7096
2002,17,2,190,353,7826
2001,17,2,209,394,8023
2000,17,2,199,419,8072
1999,17,2,189,388,6052
1998,17,2,177,366,7146
1997,17,2,208,440,6644
1996,17,2,220,468,6182
1995,17,2,216,441,5917
1994,17,2,219,490,6201
1993,17,2,221,502,6132
2011,17,4,2593,4940,112705
2010,17,4,2364,4172,87857
2009,17,4,2753,4846,117634
2008,17,4,2681,4547,130417
2007,17,4,2635,4726,120291
2006,17,4,2567,4468,118048
2005,17,4,2490,4383,115515
2004,17,4,2346,4194,102327
2003,17,4,2395,4187,96660
2002,17,4,2514,4380,122182
2001,17,4,2477,4263,110182
2000,17,4,2486,4369,110453
1999,17,4,2331,4185,96004
1998,17,4,2147,3861,74077
1997,17,4,2120,3739,64737
1996,17,4,2041,3775,68546
1995,17,4,2093,3835,57191
1994,17,4,1914,3595,51519
1993,17,4,2050,3867,51445
2011,17,5,812,1589,31549
2010,17,5,749,1489,31995
2009,17,5,815,1559,29899
2008,17,5,890,1814,46394
2007,17,5,853,1623,42140
2006,17,5,819,1688,32892
2005,17,5,757,1454,24662
2004,17,5,750,1441,23168
2003,17,5,834,1691,25986
2002,17,5,954,1883,27980
2001,17,5,944,1927,29557
2000,17,5,954,1836,27875
1999,17,5,971,1915,26481
1998,17,5,1016,2103,26957
1997,17,5,865,1757,22953
1996,17,5,883,1805,20268
1995,17,5,879,1813,20179
1994,17,5,817,1672,17450
1993,17,5,844,1724,16740
2011,17,6,6663,11639,382122
2010,17,6,6827,11775,354212
2009,17,6,7450,12961,413591
2008,17,6,7816,13636,455699
2007,17,6,7707,13881,471529
2006,17,6,7524,14100,446432
2005,17,6,7533,13920,397892
2004,17,6,7427,13464,401443
2003,17,6,7371,13408,371292
2002,17,6,7505,13861,396900
2001,17,6,7381,13855,394992
2000,17,6,7536,14478,371436
1999,17,6,7644,14745,335449
1998,17,6,7266,14199,332508
1997,17,6,7564,15236,307613
1996,17,6,8601,17948,344396
1995,17,6,9413,19477,345393
1994,17,6,9409,19609,341688
1993,17,6,9934,20606,330407
2011,17,8,1820,3127,88956
2010,17,8,1786,3084,84844
2009,17,8,1843,3127,91480
2008,17,8,1963,3346,104370
2007,17,8,1943,3346,98815
2006,17,8,2029,3463,97077
2005,17,8,2070,3525,91119
2004,17,8,2078,3642,94054
2003,17,8,2157,3650,94902
2002,17,8,2106,3632,96580
2001,17,8,2030,3483,94569
2000,17,8,2079,3622,91092
1999,17,8,2013,3523,83091
1998,17,8,1898,3325,71599
1997,17,8,1911,3474,62534
1996,17,8,2004,3691,68251
1995,17,8,1898,3618,61811
1994,17,8,1730,3177,49352
1993,17,8,1765,3276,50654
2011,17,9,750,1270,67436
2010,17,9,684,1197,62345
2009,17,9,682,1231,65905
2008,17,9,725,1286,82057
2007,17,9,895,1660,77982
2006,17,9,653,1173,52151
2005,17,9,746,1384,78111
2004,17,9,704,1276,62921
2003,17,9,645,1139,50459
2002,17,9,632,1153,55090
2001,17,9,729,1380,73918
2000,17,9,736,1413,70557
1999,17,9,755,1463,61735
1998,17,9,865,1606,74818
1997,17,9,801,1560,77926
1996,17,9,919,1771,70480
1995,17,9,924,1805,64014
1994,17,9,883,1780,55886
1993,17,9,935,1828,60942
2011,17,10,161,299,9126
2010,17,10,171,339,8928
2009,17,10,161,320,9519
2008,17,10,165,341,11794
2007,17,10,175,367,10134
2006,17,10,172,372,10366
2005,17,10,164,347,11823
2004,17,10,153,308,7932
2003,17,10,130,258,8634
2002,17,10,159,331,9757
2001,17,10,169,329,10155
2000,17,10,170,329,11432
1999,17,10,163,321,20168
1998,17,10,158,345,8324
1997,17,10,154,346,7358
1996,17,10,161,392,8093
1995,17,10,168,359,9812
1994,17,10,141,299,7190
1993,17,10,160,353,8910
2011,17,11,512,612,30422
2010,17,11,401,487,21482
2009,17,11,484,592,29754
2008,17,11,535,642,37078
2007,17,11,497,602,32222
2006,17,11,419,517,24041
2005,17,11,364,476,19391
2004,17,11,350,435,16268
2003,17,11,313,382,14771
2002,17,11,371,462,22333
2001,17,11,369,453,20405
2000,17,11,375,483,19204
1999,17,11,331,433,15255
1998,17,11,363,437,14377
1997,17,11,331,425,13737
1996,17,11,368,448,13356
1995,17,11,360,460,15133
1994,17,11,322,413,10599
1993,17,11,312,409,11043
2011,17,12,6040,10016,263514
2010,17,12,5881,10041,234436
2009,17,12,6826,11610,284488
2008,17,12,7463,12735,346126
2007,17,12,6734,11632,321461
2006,17,12,6678,11783,292150
2005,17,12,6309,11187,301023
2004,17,12,5767,10079,255054
2003,17,12,5830,10097,252987
2002,17,12,5908,10204,251250
2001,17,12,5821,10085,307828
2000,17,12,5912,10411,268212
1999,17,12,5842,10465,250390
1998,17,12,5519,9944,212288
1997,17,12,5515,9849,186768
1996,17,12,5594,10124,188100
1995,17,12,5588,10279,163320
1994,17,12,5127,9438,145850
1993,17,12,5670,10447,156485
2011,17,13,2620,5003,122583
2010,17,13,2489,4699,106448
2009,17,13,2581,5052,142290
2008,17,13,2836,5551,137111
2007,17,13,2577,5033,134015
2006,17,13,2343,4551,119258
2005,17,13,2446,4568,111983
2004,17,13,2256,4376,118917
2003,17,13,2381,4570,112454
2002,17,13,2433,4761,129346
2001,17,13,2467,4715,138233
2000,17,13,2373,4714,125211
1999,17,13,2240,4402,105045
1998,17,13,2287,4527,103462
1997,17,13,2183,4382,91251
1996,17,13,2067,4162,78228
1995,17,13,2072,4138,74190
1994,17,13,1938,4003,71329
1993,17,13,1961,4018,62305
2011,17,15,410,747,15458
2010,17,15,390,737,14317
2009,17,15,480,936,19798
2008,17,15,462,896,18695
2007,17,15,524,999,20894
2006,17,15,445,851,16334
2005,17,15,415,804,15062
2004,17,15,373,680,12161
2003,17,15,393,779,12520
2002,17,15,332,661,11975
2001,17,15,389,788,13655
2000,17,15,381,741,12475
1999,17,15,443,883,13069
1998,17,15,404,769,12641
1997,17,15,478,905,13415
1996,17,15,483,948,12011
1995,17,15,554,1121,14394
1994,17,15,516,1024,13531
1993,17,15,563,1175,14479
2011,17,16,206,417,7555
2010,17,16,238,480,8278
2009,17,16,226,424,9100
2008,17,16,232,471,10723
2007,17,16,228,476,14187
2006,17,16,214,443,8366
2005,17,16,201,423,7011
2004,17,16,193,436,7763
2003,17,16,179,352,5832
2002,17,16,187,382,8089
2001,17,16,206,414,8679
2000,17,16,175,359,7116
1999,17,16,191,441,7269
1998,17,16,209,460,5863
1997,17,16,194,395,6167
1996,17,16,225,498,7807
1995,17,16,173,397,4341
1994,17,16,185,428,4920
1993,17,16,173,387,4143
2011,17,17,4808090,10618213,301246668
2010,17,17,4826865,10626804,290425561
2009,17,17,4871119,10635269,310612397
2008,17,17,4794976,10476554,315076125
2007,17,17,4611190,10179103,293751397
2006,17,17,4559290,10100720,278207947
2005,17,17,4549595,10098645,268699776
2004,17,17,4547598,10076974,254046719
2003,17,17,4565372,10063068,250418282
2002,17,17,4565512,9998178,253685219
2001,17,17,4524738,9917112,262190146
2000,17,17,4469352,9813917,246332878
1999,17,17,4390395,9645568,228028330
1998,17,17,4318422,9524542,211768638
1997,17,17,4275987,9465447,198272123
1996,17,17,4217445,9346889,185894488
1995,17,17,4167897,9264088,170997789
1994,17,17,4158285,9315951,164481497
1993,17,17,4171526,9313163,161625489
2011,17,18,7706,14429,292505
2010,17,18,7641,14389,281296
2009,17,18,8527,15727,335041
2008,17,18,8965,16126,388705
2007,17,18,8255,15010,345940
2006,17,18,8340,15096,335314
2005,17,18,7513,13451,297431
2004,17,18,7304,13228,279301
2003,17,18,6984,12575,259000
2002,17,18,7536,13095,307882
2001,17,18,7975,13948,325928
2000,17,18,7756,13672,304298
1999,17,18,7754,13861,291194
1998,17,18,7369,13210,259069
1997,17,18,7108,13034,243375
1996,17,18,6826,12188,214495
1995,17,18,6917,12523,200810
1994,17,18,6519,11889,189191
1993,17,18,6563,12103,189208
2011,17,19,3867,6889,145593
2010,17,19,3749,6797,143091
2009,17,19,4325,7596,164907
2008,17,19,4285,7428,166189
2007,17,19,4235,7359,169273
2006,17,19,4126,7168,169944
2005,17,19,3903,6839,157795
2004,17,19,3924,7025,146354
2003,17,19,3789,6649,137177
2002,17,19,4217,7531,172565
2001,17,19,4323,7698,171329
2000,17,19,4323,7615,168293
1999,17,19,4364,7862,157970
1998,17,19,4226,7602,144456
1997,17,19,4224,7568,134871
1996,17,19,4010,7255,125404
1995,17,19,4184,7593,118115
1994,17,19,3949,7328,111193
1993,17,19,3846,7044,105968
2011,17,20,1005,1829,47648
2010,17,20,969,1807,42658
2009,17,20,1149,2069,55667
2008,17,20,1182,2095,60280
2007,17,20,1202,2259,66733
2006,17,20,1165,2209,54883
2005,17,20,1065,2023,48897
2004,17,20,1078,1997,47181
2003,17,20,1054,2007,50091
2002,17,20,1148,2228,51718
2001,17,20,1220,2371,69561
2000,17,20,1250,2571,62173
1999,17,20,1235,2341,51663
1998,17,20,1155,2369,50377
1997,17,20,1147,2289,51110
1996,17,20,1198,2492,49408
1995,17,20,1212,2560,43796
1994,17,20,1185,2493,45033
1993,17,20,1103,2190,36983
2011,17,21,1527,2897,59391
2010,17,21,1386,2605,50500
2009,17,21,1657,3029,60808
2008,17,21,1619,3066,80799
2007,17,21,1529,2860,57027
2006,17,21,1512,2845,76002
2005,17,21,1451,2775,54304
2004,17,21,1431,2695,51365
2003,17,21,1350,2561,47835
2002,17,21,1531,3021,59931
2001,17,21,1588,3121,59437
2000,17,21,1613,3131,55310
1999,17,21,1620,3130,57384
1998,17,21,1536,3076,52371
1997,17,21,1510,3004,50032
1996,17,21,1514,2917,41635
1995,17,21,1522,3109,46474
1994,17,21,1352,2664,37141
1993,17,21,1372,2743,35678
2011,17,22,671,1192,25060
2010,17,22,637,1171,23063
2009,17,22,671,1166,26866
2008,17,22,728,1280,33567
2007,17,22,694,1282,29821
2006,17,22,1508,2844,49988
2005,17,22,707,1261,27055
2004,17,22,684,1240,25164
2003,17,22,707,1268,30454
2002,17,22,673,1238,25261
2001,17,22,834,1555,32696
2000,17,22,891,1630,35262
1999,17,22,792,1478,29630
1998,17,22,821,1612,29229
1997,17,22,803,1598,29921
1996,17,22,789,1546,23309
1995,17,22,900,1787,24117
1994,17,22,792,1607,22247
1993,17,22,847,1803,22823
2011,17,23,157,249,7571
2010,17,23,159,277,5791
2009,17,23,207,300,6778
2008,17,23,180,282,6753
2007,17,23,160,282,7601
2006,17,23,175,280,6436
2005,17,23,148,238,5689
2004,17,23,153,261,6079
2003,17,23,172,314,5582
2002,17,23,149,266,6071
2001,17,23,150,244,5375
2000,17,23,155,277,5977
1999,17,23,150,259,4238
1998,17,23,198,356,6823
1997,17,23,159,288,5248
1996,17,23,173,283,5490
1995,17,23,186,381,6075
1994,17,23,158,299,4744
1993,17,23,188,353,4957
2011,17,24,1034,1784,63893
2010,17,24,989,1691,57957
2009,17,24,1112,1902,71664
2008,17,24,1272,2123,79332
2007,17,24,1192,2093,72835
2006,17,24,1216,2183,88165
2005,17,24,1043,1861,59849
2004,17,24,1122,2038,62766
2003,17,24,1026,1823,57438
2002,17,24,1000,1814,56056
2001,17,24,1066,1974,62013
2000,17,24,1087,2073,66501
1999,17,24,1074,1942,57816
1998,17,24,1134,2154,61146
1997,17,24,1090,2117,54754
1996,17,24,1133,2189,53007
1995,17,24,1174,2251,49192
1994,17,24,1074,2068,46045
1993,17,24,1081,2068,45984
2011,17,25,1473,2195,94522
2010,17,25,1352,1986,85830
2009,17,25,1518,2295,107089
2008,17,25,1607,2342,116585
2007,17,25,1804,2955,121254
2006,17,25,1551,2410,103827
2005,17,25,1561,2460,96415
2004,17,25,1643,2571,91424
2003,17,25,1403,2176,80377
2002,17,25,1414,2159,89643
2001,17,25,1452,2294,102334
2000,17,25,1368,2134,90313
1999,17,25,1306,2077,81077
1998,17,25,1318,2158,78825
1997,17,25,1397,2323,70422
1996,17,25,1411,2346,68104
1995,17,25,1411,2290,65598
1994,17,25,1308,2105,54842
1993,17,25,1357,2261,56890
2011,17,26,5547,8670,269277
2010,17,26,5514,8625,253817
2009,17,26,6744,10282,324859
2008,17,26,7139,11177,380979
2007,17,26,6904,11106,350675
2006,17,26,6371,10292,334969
2005,17,26,5350,8548,239098
2004,17,26,4830,7920,213148
2003,17,26,4934,8009,211031
2002,17,26,5243,8480,250700
2001,17,26,5655,9029,283174
2000,17,26,5313,8753,252528
1999,17,26,5342,8911,263037
1998,17,26,5235,8676,222811
1997,17,26,4988,8403,201930
1996,17,26,4904,8185,188403
1995,17,26,4795,7911,168423
1994,17,26,4801,8052,156118
1993,17,26,5017,8474,160313
